transaction_amt,reported_amt,customer_id,invoice_id,transaction_date,currency
2079.88,2080.11,C00070,INV166165,2026-06-11,EUR
576.76,576.67,C00264,INV517568,2026-03-22,GBP
876.04,875.94,C00140,INV230521,2026-01-13,GBP
19457.01,19456.97,C00355,INV621691,2026-02-17,INR
685.25,685.36,C00165,INV207581,2026-02-16,GBP
53047.19,53047.46,C00022,INV862120,2026-03-31,INR
29986.41,29986.58,C00187,INV638009,2026-01-20,INR
850.28,850.39,C00035,INV347459,2026-01-09,EUR
808.58,808.86,C00228,INV900152,2026-04-05,GBP
1266.36,1266.66,C00256,INV642895,2026-01-07,EUR
129839.73,129839.92,C00103,INV228594,2026-03-15,INR
671.91,672.03,C00364,INV168093,2026-03-23,GBP
343.31,328.11,C00261,INV335134,2026-02-14,GBP
1043.55,1043.59,C00034,INV424314,2026-06-06,USD
762.81,762.89,C00329,INV177767,2026-02-02,GBP
188.03,154.37,C00222,INV627290,2026-02-16,EUR
619.88,619.64,C00041,INV362778,2026-05-13,GBP
1473.1,1473.14,C00304,INV708851,2026-06-14,EUR
1945.87,1945.59,C00024,INV772612,2026-01-08,USD
1457.38,1309.14,C00329,INV416768,2026-06-10,GBP
1904.96,1904.9,C00175,INV736129,2026-04-29,EUR
1208.86,1208.79,C00164,INV353480,2026-04-05,USD
38220.97,39561.04,C00128,INV267457,2026-06-07,INR
1303.18,1132.35,C00047,INV512344,2026-05-08,USD
404.12,363.37,C00056,INV551860,2026-03-15,USD
630.63,630.4,C00038,INV505116,2026-05-22,GBP
30246.79,30246.73,C00192,INV933510,2026-01-25,INR
1806.89,1806.67,C00020,INV243693,2026-01-11,USD
670.44,670.46,C00084,INV512042,2026-06-06,GBP
283.59,283.83,C00244,INV955374,2026-05-25,GBP
722.58,722.31,C00306,INV597643,2026-06-26,USD
1719.91,1719.95,C00269,INV759580,2026-05-03,EUR
1147.31,1147.38,C00098,INV119857,2026-06-29,USD
1335.21,1335.48,C00362,INV244789,2026-05-01,USD
1448.72,1448.71,C00280,INV471496,2026-04-28,GBP
667.13,667.25,C00286,INV412999,2026-03-05,GBP
26327.97,26327.9,C00179,INV687713,2026-03-23,INR
2008.84,2008.93,C00396,INV943700,2026-04-12,GBP
2057.34,2057.39,C00104,INV968170,2026-05-03,EUR
626.13,626.24,C00343,INV656837,2026-03-04,USD
1064.72,1065.0,C00282,INV265613,2026-02-05,USD
1231.23,1231.49,C00331,INV162036,2026-03-24,GBP
168906.53,168906.79,C00091,INV138105,2026-02-14,INR
1538.73,1538.74,C00153,INV695551,2026-01-10,USD
118449.93,118449.64,C00140,INV302177,2026-02-04,INR
1806.54,1806.55,C00291,INV807160,2026-03-28,GBP
48408.24,48408.08,C00343,INV200018,2026-01-23,INR
1393.51,1256.27,C00155,INV710754,2026-03-10,GBP
809.79,809.78,C00354,INV223119,2026-06-25,GBP
1156.54,1156.39,C00213,INV836038,2026-04-27,GBP
1358.18,1358.42,C00270,INV568449,2026-06-02,USD
1011.12,1011.36,C00085,INV444056,2026-02-21,EUR
1322.06,1322.19,C00233,INV238353,2026-04-25,USD
924.34,924.08,C00002,INV882032,2026-04-12,GBP
176208.32,176208.27,C00017,INV401036,2026-01-18,INR
28273.22,28272.99,C00194,INV493892,2026-04-08,INR
8978.68,8978.78,C00271,INV233533,2026-05-18,INR
53238.7,53238.84,C00273,INV497700,2026-05-20,INR
1568.11,1515.69,C00339,INV539605,2026-01-29,USD
647.1,646.97,C00206,INV560285,2026-03-04,USD
543.28,543.29,C00296,INV726962,2026-05-28,GBP
1559.83,1559.86,C00141,INV163918,2026-04-16,GBP
1480.47,1480.28,C00330,INV803953,2026-01-13,GBP
86029.4,83272.11,C00124,INV990598,2026-05-18,INR
238.42,238.62,C00131,INV313214,2026-04-10,EUR
208.48,208.58,C00194,INV806396,2026-01-14,GBP
38254.15,38254.3,C00107,INV449138,2026-02-25,INR
914.83,914.81,C00357,INV733760,2026-05-03,EUR
1010.65,1010.81,C00158,INV374267,2026-06-16,GBP
1268.18,1268.44,C00190,INV428122,2026-03-23,EUR
48002.75,48003.02,C00152,INV259814,2026-05-29,INR
1568.77,1568.68,C00391,INV961501,2026-03-28,GBP
151836.99,154012.62,C00095,INV668471,2026-02-05,INR
391.69,513.95,C00323,INV342675,2026-04-16,EUR
131383.73,131383.6,C00009,INV106933,2026-06-18,INR
113461.65,113461.56,C00092,INV212214,2026-05-09,INR
1190.77,1190.52,C00192,INV525750,2026-04-12,USD
997.82,940.06,C00048,INV524965,2026-06-16,USD
636.03,636.28,C00271,INV144618,2026-05-25,USD
1794.87,1794.66,C00279,INV690882,2026-06-25,GBP
1444.78,1444.71,C00154,INV270341,2026-04-12,USD
2437.86,2438.02,C00257,INV881667,2026-02-05,USD
90855.6,90855.86,C00397,INV442230,2026-06-02,INR
252.53,252.28,C00349,INV714334,2026-04-21,EUR
23646.41,22929.14,C00365,INV921968,2026-02-09,INR
1256.38,1180.31,C00045,INV296494,2026-01-27,EUR
1018.47,1018.51,C00150,INV533911,2026-04-09,USD
34261.3,34261.18,C00087,INV245584,2026-02-13,INR
1318.0,1177.15,C00129,INV358568,2026-01-20,GBP
28821.78,28822.05,C00172,INV551533,2026-03-26,INR
126617.61,126617.66,C00161,INV286266,2026-02-21,INR
292.33,292.36,C00193,INV393916,2026-03-04,GBP
2362.0,2580.48,C00373,INV584045,2026-06-24,USD
1669.72,1669.71,C00124,INV364955,2026-02-05,GBP
98958.55,98958.3,C00279,INV138551,2026-04-13,INR
1375.86,1375.76,C00086,INV778428,2026-03-05,GBP
706.15,706.12,C00006,INV203396,2026-04-21,USD
9298.46,8757.63,C00396,INV812565,2026-04-11,INR
1045.17,1045.29,C00160,INV459731,2026-02-06,GBP
2040.65,2040.45,C00154,INV146853,2026-03-23,USD
978.17,977.98,C00283,INV267914,2026-03-04,EUR
80171.75,78138.55,C00203,INV130610,2026-06-18,INR
965.22,965.5,C00275,INV296041,2026-05-28,USD
113038.47,113038.59,C00313,INV511612,2026-03-22,INR
837.91,703.87,C00345,INV240454,2026-03-18,USD
2027.81,1885.27,C00250,INV766371,2026-04-19,EUR
1252.75,1252.7,C00184,INV110048,2026-06-08,USD
144279.16,144278.88,C00364,INV980690,2026-05-06,INR
1622.48,1517.65,C00087,INV918665,2026-02-27,GBP
1148.11,1147.96,C00390,INV853905,2026-05-19,USD
25542.55,25542.38,C00135,INV465509,2026-01-09,INR
344.04,343.78,C00364,INV739905,2026-05-31,GBP
656.97,656.98,C00306,INV664939,2026-03-31,GBP
1981.37,2053.89,C00070,INV886530,2026-06-23,USD
84098.55,84098.78,C00251,INV249077,2026-03-05,INR
171294.46,171294.16,C00264,INV886224,2026-01-24,INR
74600.28,74600.47,C00326,INV796405,2026-01-24,INR
326.41,326.65,C00166,INV968581,2026-05-07,GBP
1977.01,1976.71,C00051,INV756596,2026-01-13,USD
712.97,696.59,C00353,INV238320,2026-04-20,EUR
20959.86,20624.93,C00321,INV420349,2026-01-14,INR
78904.94,76507.23,C00005,INV108454,2026-05-13,INR
1596.44,1596.23,C00189,INV413791,2026-01-27,GBP
477.16,477.23,C00313,INV781595,2026-05-16,USD
332.32,332.49,C00045,INV205345,2026-04-24,EUR
1531.21,1530.93,C00331,INV188341,2026-03-05,GBP
859.17,859.35,C00106,INV642899,2026-06-18,GBP
160526.79,156061.96,C00198,INV218220,2026-03-03,INR
139814.23,136376.91,C00188,INV672896,2026-05-26,INR
127816.86,122478.48,C00260,INV400404,2026-01-16,INR
376.97,377.13,C00041,INV636141,2026-01-22,GBP
1138.72,1138.49,C00159,INV832614,2026-06-16,USD
1874.9,1874.7,C00159,INV798435,2026-06-06,USD
608.28,608.0,C00086,INV489933,2026-03-30,GBP
1340.17,1339.9,C00269,INV166974,2026-04-20,GBP
289.19,289.2,C00189,INV264951,2026-05-26,EUR
1221.67,1221.7,C00126,INV148215,2026-01-12,USD
149549.47,149549.24,C00115,INV437433,2026-06-17,INR
2026.5,2026.37,C00092,INV334026,2026-06-22,USD
654.85,654.7,C00045,INV679958,2026-03-21,GBP
47897.2,46761.76,C00396,INV913575,2026-04-05,INR
1916.61,1916.9,C00172,INV101533,2026-06-12,USD
162025.31,162025.43,C00031,INV249289,2026-04-18,INR
74011.48,74011.22,C00383,INV189026,2026-04-06,INR
740.97,740.86,C00122,INV405844,2026-06-19,EUR
1710.41,1710.3,C00039,INV312559,2026-03-11,EUR
1799.06,1798.94,C00395,INV317722,2026-01-31,GBP
2152.91,2152.64,C00111,INV976530,2026-06-30,USD
1194.15,1134.32,C00090,INV132591,2026-03-18,GBP
396.33,396.38,C00400,INV333086,2026-01-04,USD
558.56,558.75,C00012,INV167603,2026-03-08,USD
486.53,501.4,C00237,INV153097,2026-02-01,USD
1323.12,1323.07,C00144,INV567676,2026-02-17,GBP
159814.19,159814.27,C00032,INV191982,2026-05-21,INR
1806.36,1806.25,C00196,INV919898,2026-05-20,USD
132.42,132.4,C00014,INV434367,2026-03-11,EUR
583.66,583.82,C00082,INV204998,2026-04-02,EUR
60650.76,60650.68,C00182,INV979988,2026-02-26,INR
931.07,931.26,C00361,INV834591,2026-06-01,USD
1287.39,1287.29,C00090,INV614259,2026-05-07,GBP
2027.0,1913.43,C00067,INV457311,2026-06-07,EUR
1255.47,1255.76,C00038,INV491738,2026-05-15,GBP
167547.91,167547.74,C00333,INV432695,2026-04-22,INR
697.32,697.36,C00194,INV421727,2026-05-31,EUR
850.08,826.37,C00094,INV731650,2026-05-26,USD
1736.19,1736.09,C00164,INV276042,2026-03-02,GBP
1665.52,1606.98,C00108,INV361662,2026-01-03,GBP
156208.88,156208.99,C00194,INV468292,2026-04-16,INR
171540.87,166390.87,C00038,INV938016,2026-02-11,INR
2464.37,2464.43,C00174,INV722886,2026-05-21,USD
2145.47,2145.49,C00028,INV206176,2026-04-22,EUR
1181.31,1062.17,C00153,INV349087,2026-06-19,GBP
493.41,493.35,C00014,INV317005,2026-02-21,USD
1866.41,1866.27,C00047,INV773045,2026-05-06,GBP
1594.56,1528.98,C00116,INV977740,2026-04-30,GBP
1344.65,1344.49,C00199,INV958160,2026-05-22,USD
1808.62,1808.69,C00203,INV995420,2026-03-18,USD
79090.61,79090.57,C00089,INV275284,2026-01-31,INR
1618.73,1618.76,C00305,INV370413,2026-06-10,EUR
24690.8,23703.95,C00007,INV924758,2026-03-12,INR
2209.93,2209.91,C00147,INV661652,2026-01-28,USD
879.51,879.62,C00207,INV250840,2026-02-14,GBP
54060.66,54060.78,C00138,INV490532,2026-01-13,INR
1013.83,1013.92,C00069,INV415076,2026-01-26,EUR
70434.29,71601.34,C00109,INV963994,2026-02-18,INR
2197.94,2125.56,C00089,INV302127,2026-02-04,USD
83068.1,83068.08,C00326,INV229890,2026-04-29,INR
1754.98,1657.0,C00177,INV271456,2026-05-22,GBP
942.25,941.96,C00347,INV316773,2026-02-26,EUR
607.59,607.68,C00308,INV939767,2026-02-03,EUR
149254.39,149254.15,C00179,INV581294,2026-04-19,INR
1456.2,1456.07,C00288,INV778787,2026-05-11,GBP
669.53,669.77,C00134,INV787991,2026-03-25,GBP
179557.09,179557.04,C00339,INV435109,2026-06-03,INR
2487.3,2487.38,C00299,INV842464,2026-04-10,USD
1848.05,1797.93,C00260,INV414777,2026-05-02,GBP
1837.72,1837.64,C00336,INV193637,2026-06-24,GBP
1354.17,1354.15,C00238,INV992562,2026-05-30,GBP
1362.21,1362.12,C00349,INV500209,2026-02-19,USD
63210.15,63210.04,C00074,INV431752,2026-05-26,INR
586.71,586.88,C00232,INV386814,2026-01-15,USD
11601.93,11601.85,C00325,INV550268,2026-02-03,INR
68.41,68.64,C00388,INV973703,2026-01-04,GBP
722.03,722.0,C00053,INV502181,2026-03-21,EUR
1898.82,1899.09,C00223,INV820141,2026-05-14,GBP
1839.75,1760.23,C00117,INV335217,2026-04-14,USD
157.84,157.57,C00395,INV660708,2026-04-07,GBP
40961.61,40961.32,C00228,INV498724,2026-01-30,INR
733.34,746.28,C00340,INV645583,2026-04-18,USD
40292.81,40292.69,C00102,INV738584,2026-01-28,INR
122535.8,122536.0,C00107,INV821634,2026-01-11,INR
163336.39,163336.36,C00077,INV194458,2026-06-21,INR
140.47,140.36,C00238,INV152512,2026-03-17,GBP
103.41,103.68,C00389,INV148118,2026-01-30,USD
909.39,909.5,C00191,INV954551,2026-03-10,USD
176774.6,176774.36,C00333,INV935620,2026-05-03,INR
111987.72,111987.95,C00292,INV811346,2026-06-01,INR
119620.37,124074.2,C00250,INV218423,2026-02-03,INR
943.01,943.11,C00266,INV648513,2026-06-21,GBP
7037.85,7037.85,C00077,INV979789,2026-06-14,INR
53677.5,53677.53,C00085,INV178501,2026-05-01,INR
154903.11,154902.88,C00121,INV182659,2026-04-07,INR
1077.86,1077.93,C00053,INV523037,2026-05-08,USD
796.02,795.92,C00336,INV804091,2026-03-19,EUR
120309.29,115181.28,C00367,INV789089,2026-06-08,INR
346.52,346.28,C00360,INV211486,2026-05-21,GBP
906.87,906.63,C00097,INV226611,2026-06-06,EUR
1706.58,1706.58,C00325,INV978146,2026-04-17,USD
197.54,197.79,C00272,INV871976,2026-05-08,USD
895.17,895.1,C00375,INV954845,2026-02-15,EUR
2137.15,2137.27,C00141,INV517196,2026-06-05,EUR
1968.44,1968.51,C00360,INV674416,2026-05-12,GBP
2014.99,2014.88,C00345,INV239116,2026-03-16,GBP
1508.65,1508.67,C00288,INV603704,2026-01-30,GBP
141.16,140.96,C00268,INV211642,2026-04-19,USD
476.16,476.13,C00075,INV980155,2026-03-15,GBP
576.08,576.18,C00381,INV778553,2026-06-07,EUR
7268.92,7268.99,C00214,INV926394,2026-04-08,INR
853.29,853.42,C00325,INV838857,2026-04-24,EUR
2023.45,1947.06,C00230,INV286044,2026-02-19,GBP
774.1,737.92,C00300,INV987110,2026-02-03,EUR
2012.25,2012.05,C00038,INV922116,2026-05-06,GBP
68139.62,68139.77,C00048,INV466375,2026-05-20,INR
65551.28,65551.37,C00288,INV963699,2026-05-16,INR
882.32,882.45,C00021,INV815706,2026-06-09,EUR
664.73,664.48,C00264,INV941814,2026-01-07,GBP
1405.37,1405.48,C00396,INV664107,2026-01-25,EUR
2149.36,2149.51,C00276,INV969005,2026-01-27,EUR
882.75,882.79,C00236,INV851690,2026-02-09,USD
705.46,672.6,C00209,INV506881,2026-02-28,GBP
255.67,255.42,C00359,INV989455,2026-05-30,USD
28866.76,28866.94,C00203,INV962057,2026-04-23,INR
2029.35,2029.62,C00325,INV251074,2026-05-20,GBP
1340.87,1341.02,C00064,INV143802,2026-01-03,EUR
373.43,373.2,C00212,INV777308,2026-03-30,EUR
1196.26,1263.59,C00385,INV675512,2026-06-21,USD
677.34,677.24,C00344,INV787313,2026-04-02,EUR
1707.71,1522.82,C00356,INV712546,2026-06-18,GBP
1004.21,1004.24,C00069,INV812591,2026-03-12,GBP
418.8,413.4,C00144,INV966589,2026-02-14,USD
161447.54,161447.63,C00394,INV718697,2026-05-29,INR
1808.61,1808.36,C00201,INV334153,2026-02-08,GBP
2132.12,2132.09,C00340,INV350484,2026-04-04,USD
834.23,817.51,C00377,INV867562,2026-02-15,EUR
141.41,172.41,C00199,INV592489,2026-05-13,GBP
1321.76,1322.04,C00193,INV785428,2026-03-09,EUR
110736.92,110736.7,C00181,INV956934,2026-02-27,INR
520.53,520.3,C00040,INV639535,2026-02-12,EUR
108388.41,108388.36,C00170,INV855242,2026-02-28,INR
1513.48,1328.31,C00066,INV701344,2026-03-04,USD
1681.42,1681.64,C00369,INV863336,2026-06-03,USD
1311.04,1310.84,C00211,INV730025,2026-02-13,EUR
846.34,846.56,C00233,INV725510,2026-06-25,GBP
11831.4,11831.4,C00077,INV734924,2026-05-10,INR
395.4,395.49,C00247,INV791423,2026-01-31,USD
89371.6,89371.51,C00190,INV145548,2026-05-14,INR
695.93,695.96,C00218,INV240386,2026-06-28,USD
85.15,84.97,C00003,INV843596,2026-03-07,EUR
154620.96,154620.88,C00186,INV211760,2026-03-22,INR
69787.27,69787.12,C00387,INV313588,2026-03-12,INR
1822.21,1822.38,C00397,INV839764,2026-03-20,GBP
1049.36,1049.16,C00110,INV633036,2026-02-11,USD
431.69,431.44,C00047,INV963245,2026-06-12,USD
15056.03,15055.84,C00206,INV743789,2026-01-10,INR
39080.64,39080.65,C00006,INV311505,2026-05-07,INR
836.25,710.18,C00315,INV277715,2026-06-28,EUR
216.15,216.4,C00266,INV116112,2026-04-14,EUR
1956.62,1956.56,C00142,INV337288,2026-03-31,GBP
902.72,902.9,C00258,INV408545,2026-01-28,USD
140729.79,140730.03,C00194,INV690525,2026-03-06,INR
123459.77,123459.66,C00060,INV370343,2026-01-08,INR
717.31,717.34,C00359,INV972600,2026-04-01,USD
135577.35,135577.16,C00161,INV470711,2026-02-15,INR
510.44,510.23,C00377,INV353814,2026-02-21,EUR
2392.99,2393.2,C00041,INV808640,2026-01-28,USD
2068.17,2068.0,C00253,INV702427,2026-04-06,GBP
1088.82,1088.93,C00028,INV651273,2026-05-28,EUR
122968.04,122967.8,C00062,INV832162,2026-02-14,INR
2015.39,2015.34,C00096,INV675210,2026-04-03,GBP
1225.68,1225.87,C00187,INV995825,2026-04-18,GBP
487.61,487.32,C00285,INV553214,2026-03-11,EUR
90158.53,90158.75,C00069,INV990649,2026-04-18,INR
151820.05,155559.92,C00051,INV824087,2026-01-13,INR
1446.36,1446.45,C00177,INV120798,2026-05-24,GBP
1503.9,1503.83,C00400,INV398433,2026-05-18,EUR
78817.89,78817.83,C00324,INV251884,2026-03-15,INR
632.29,632.15,C00083,INV460317,2026-01-19,USD
401.33,391.67,C00383,INV715429,2026-04-24,GBP
2065.37,2065.38,C00204,INV208013,2026-02-23,EUR
455.76,455.63,C00135,INV748127,2026-01-22,USD
130.86,130.85,C00068,INV652329,2026-06-10,EUR
1160.15,1160.3,C00281,INV566453,2026-05-19,GBP
99441.92,99441.89,C00269,INV770864,2026-05-25,INR
153390.64,153390.62,C00134,INV263281,2026-04-04,INR
109475.66,109475.69,C00387,INV600241,2026-01-03,INR
73201.57,73201.43,C00288,INV558339,2026-02-18,INR
1376.15,1376.17,C00265,INV901676,2026-04-19,EUR
84685.03,84685.15,C00097,INV994940,2026-03-10,INR
2135.5,2135.28,C00165,INV120337,2026-05-06,EUR
444.65,444.95,C00120,INV194578,2026-04-23,USD
2121.38,2051.35,C00170,INV184120,2026-04-29,USD
1809.53,1809.35,C00063,INV905459,2026-04-08,USD
734.79,786.98,C00243,INV508024,2026-01-25,EUR
504.29,504.18,C00102,INV477934,2026-05-04,GBP
2036.42,2036.53,C00300,INV225461,2026-02-12,GBP
1459.33,1459.49,C00395,INV193826,2026-02-09,GBP
452.48,452.52,C00183,INV775885,2026-01-16,USD
